"fap","tr_age","annee_2017_2019","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"R1Z","45-49 ans",95.50173,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","50-54 ans",75.1984,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","55-59 ans",56.04333,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","60 ans ou plus",25.75142,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z61","15-24 ans",19.64453,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","25-29 ans",20.40364,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","30-34 ans",19.73786,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","35-39 ans",16.14456,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","40-44 ans",14.77624,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","45-49 ans",10.60422,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","50-54 ans",9.30039,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","55-59 ans",7.90513,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","60 ans ou plus",2.35995,"Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z63","15-24 ans",4.83376,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","25-29 ans",4.52047,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","30-34 ans",6.37965,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","35-39 ans",10.06027,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","40-44 ans",7.99608,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","45-49 ans",6.79816,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","50-54 ans",6.03351,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","55-59 ans",3.17809,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","60 ans ou plus",0.89126,"Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z62","15-24 ans",72.55935,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","25-29 ans",47.11235,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","30-34 ans",31.55367,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","35-39 ans",24.53915,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","40-44 ans",18.37759,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","45-49 ans",23.8423,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","50-54 ans",16.49529,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","55-59 ans",13.00122,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","60 ans ou plus",8.24745,"Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z60","15-24 ans",42.6621,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","25-29 ans",26.95398,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","30-34 ans",22.83687,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","35-39 ans",18.16561,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","40-44 ans",17.23508,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","45-49 ans",23.98343,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","50-54 ans",19.10301,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","55-59 ans",14.01006,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","60 ans ou plus",8.26669,"Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z66","15-24 ans",35.32525,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","25-29 ans",23.56735,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","30-34 ans",22.3677,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","35-39 ans",20.52678,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","40-44 ans",13.70068,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","45-49 ans",23.77236,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","50-54 ans",20.6482,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","55-59 ans",15.10616,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","60 ans ou plus",4.82267,"Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"A1Z01","15-24 ans",0.46998,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","25-29 ans",0.60307,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","30-34 ans",3.86538,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","35-39 ans",5.45157,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","40-44 ans",5.0119,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","45-49 ans",8.98131,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","50-54 ans",10.20374,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","55-59 ans",7.88826,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","60 ans ou plus",15.80865,"Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","15-24 ans",8.54436,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","25-29 ans",5.6025,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","30-34 ans",9.18099,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","35-39 ans",3.41902,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","40-44 ans",7.08168,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","45-49 ans",8.62574,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","50-54 ans",8.72304,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","55-59 ans",7.96557,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","60 ans ou plus",5.09978,"Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"V2Z92","15-24 ans",0,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","25-29 ans",1.78371,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","30-34 ans",2.47769,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","35-39 ans",4.18453,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","40-44 ans",1.84962,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","45-49 ans",1.78408,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","50-54 ans",2.45363,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","55-59 ans",1.4727,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","60 ans ou plus",0.91919,"Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"W1Z80","15-24 ans",9.99035,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","25-29 ans",9.81326,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","30-34 ans",14.18358,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","35-39 ans",19.21161,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","40-44 ans",21.74537,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","45-49 ans",19.85564,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","50-54 ans",24.10589,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","55-59 ans",21.27781,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","60 ans ou plus",18.24257,"W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"ZZZZZ","15-24 ans",10.84764,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","25-29 ans",10.85513,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","30-34 ans",11.62052,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","35-39 ans",12.60931,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","40-44 ans",12.66858,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","45-49 ans",10.93711,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","50-54 ans",13.22401,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","55-59 ans",14.88126,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","60 ans ou plus",7.27225,"ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"U1Z92","15-24 ans",0.21634,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","25-29 ans",1.24265,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","30-34 ans",1.16532,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","35-39 ans",1.03096,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","40-44 ans",1.18276,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","45-49 ans",1.55124,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","50-54 ans",1.10548,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","55-59 ans",0.37613,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","60 ans ou plus",2.35321,"Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"B4Z43","15-24 ans",8.0972,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","25-29 ans",11.31655,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","30-34 ans",14.41416,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","35-39 ans",18.91737,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","40-44 ans",14.88435,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","45-49 ans",18.86569,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","50-54 ans",19.43518,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","55-59 ans",16.2693,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","60 ans ou plus",5.78618,"Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"C","15-24 ans",19.6518,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","25-29 ans",20.59236,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","30-34 ans",27.32062,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","35-39 ans",25.47826,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","40-44 ans",23.82634,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","45-49 ans",29.41444,"Électricité, électronique","C","Électricité, électronique",NA,NA
"C","50-54 ans",28.80088,"Électricité, électronique","C","Électricité, électronique",NA,NA
