"Fap","annee","Pourcentage","Temps_travail","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"G1Z70","2017-2019",0.46,"dont sous-emploi","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","2017-2019",29.24,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","2017-2019",3.2,"Temps partiel","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z","2017-2019",0.63,"dont sous-emploi","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","2017-2019",28.3,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","2017-2019",3.95,"Temps partiel","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"D6Z","2017-2019",0.56,"dont sous-emploi","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","2017-2019",31.54,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","2017-2019",4.5,"Temps partiel","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"F5Z","2017-2019",0.98,"dont sous-emploi","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","2017-2019",23.2,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","2017-2019",6.01,"Temps partiel","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",0.98,"dont sous-emploi","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",23.2,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",6.01,"Temps partiel","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"B6Z","2017-2019",2.01,"dont sous-emploi","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","2017-2019",36.39,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","2017-2019",4.6,"Temps partiel","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"A2Z","2017-2019",1.92,"dont sous-emploi","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","2017-2019",43.33,"Temps complet travaillant plus de 40h par semaine","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","2017-2019",8.69,"Temps partiel","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"B6Z71","2017-2019",2.69,"dont sous-emploi","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","2017-2019",36.36,"Temps complet travaillant plus de 40h par semaine","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","2017-2019",5.44,"Temps partiel","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"G1Z71","2017-2019",1.49,"dont sous-emploi","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","2017-2019",32.27,"Temps complet travaillant plus de 40h par semaine","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","2017-2019",8.22,"Temps partiel","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"V3Z70","2017-2019",3.26,"dont sous-emploi","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","2017-2019",9.1,"Temps complet travaillant plus de 40h par semaine","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","2017-2019",24.1,"Temps partiel","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"Ensemble","2017-2019",5.69,"dont sous-emploi","Tous métiers","Y","Tous métiers",NA,NA
"Ensemble","2017-2019",39.89,"Temps complet travaillant plus de 40h par semaine","Tous métiers","Y","Tous métiers",NA,NA
"Ensemble","2017-2019",18.39,"Temps partiel","Tous métiers","Y","Tous métiers",NA,NA
"J","2017-2019",3.91,"dont sous-emploi","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","2017-2019",34.2,"Temps complet travaillant plus de 40h par semaine","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","2017-2019",10.97,"Temps partiel","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"D2Z41","2017-2019",0,"dont sous-emploi","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","2017-2019",20.16,"Temps complet travaillant plus de 40h par semaine","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","2017-2019",0.45,"Temps partiel","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"R1Z67","2017-2019",4.28,"dont sous-emploi","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","2017-2019",4.03,"Temps complet travaillant plus de 40h par semaine","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","2017-2019",14.23,"Temps partiel","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","2017-2019",9.93,"dont sous-emploi","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","2017-2019",9.57,"Temps complet travaillant plus de 40h par semaine","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","2017-2019",27.36,"Temps partiel","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",4.17,"dont sous-emploi","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",9.37,"Temps complet travaillant plus de 40h par semaine","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",15.06,"Temps partiel","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",1.14,"dont sous-emploi","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",16.78,"Temps complet travaillant plus de 40h par semaine","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",11.48,"Temps partiel","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",14.2,"dont sous-emploi","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",7.61,"Temps complet travaillant plus de 40h par semaine","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",35.35,"Temps partiel","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",11.9,"dont sous-emploi","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",15.55,"Temps complet travaillant plus de 40h par semaine","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",32.67,"Temps partiel","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",10.14,"dont sous-emploi","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",6.11,"Temps complet travaillant plus de 40h par semaine","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",27.8,"Temps partiel","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"A1Z01","2017-2019",2.16,"dont sous-emploi","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","2017-2019",87.55,"Temps complet travaillant plus de 40h par semaine","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","2017-2019",13.18,"Temps partiel","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",4.86,"dont sous-emploi","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",21.17,"Temps complet travaillant plus de 40h par semaine","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",13.28,"Temps partiel","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"V2Z92","2017-2019",1.82,"dont sous-emploi","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","2017-2019",79.98,"Temps complet travaillant plus de 40h par semaine","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","2017-2019",13.88,"Temps partiel","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"U1Z92","2017-2019",8.37,"dont sous-emploi","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","2017-2019",54.04,"Temps complet travaillant plus de 40h par semaine","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","2017-2019",33.06,"Temps partiel","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
