"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"V5Z84","OZ","Administration publique",4.5625,4.08644288872506,"Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z84","AU","Autres secteurs",6.62881,5.93715144881306,"Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"T2Z","QB","Hébergement médico-social et social et action sociale sans hébergement",723.50411,73.8698299287261,"T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","TZ","Activités des ménages en tant qu'employeurs ou en tant que producteurs pour usage propre",131.46443,13.422529259408,"T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","OZ","Administration publique",36.87445,3.7648844181622,"T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","AU","Autres secteurs",87.58814,8.94275639370376,"T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","QB","Hébergement médico-social et social et action sociale sans hébergement",723.50411,73.8698299287261,"T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","TZ","Activités des ménages en tant qu'employeurs ou en tant que producteurs pour usage propre",131.46443,13.422529259408,"T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","OZ","Administration publique",36.87445,3.7648844181622,"T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","AU","Autres secteurs",87.58814,8.94275639370376,"T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"M1Z80","JC","Activités informatiques et services d'information",23.70595,29.7981599666545,"Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",7.84917,9.86633411719277,"Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",6.7379,8.46947800190761,"Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","AU","Autres secteurs",41.26206,51.8660279142451,"Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","JC","Activités informatiques et services d'information",42.6517,24.2652446794953,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","GZ","Commerce ; réparation d'automobiles et de motocycles",19.97089,11.3617635948224,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","JB","Télécommunications",18.70374,10.6408613846966,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","AU","Autres secteurs",94.44647,53.7321303409856,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z80","KZ","Activités financières et d'assurance",73.67739,97.597038179968,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","AU","Autres secteurs",1.81403,2.402961820032,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","KZ","Activités financières et d'assurance",145.6411,81.6193758137568,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","OZ","Administration publique",26.6572,14.9390798678565,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","AU","Autres secteurs",6.14107,3.44154431838669,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"M1Z81","JC","Activités informatiques et services d'information",18.94576,19.6905040909811,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","JB","Télécommunications",16.56174,17.2127699930626,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","GZ","Commerce ; réparation d'automobiles et de motocycles",12.12173,12.5982264187221,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","AU","Autres secteurs",48.58852,50.4984994972341,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z81","KZ","Activités financières et d'assurance",71.96371,69.9030043823117,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","OZ","Administration publique",26.6572,25.8938618981728,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","AU","Autres secteurs",4.32704,4.20313371951554,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"E2Z70","DZ","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",38.57127,27.357807918055,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","CE","Industrie chimique",22.1619,15.7189795228195,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","CG","Fabrication de produits en caoutchouc et en plastique",17.677,12.5379322632482,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","AU","Autres secteurs",62.57799,44.3852802958773,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"L4Z80","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",57.04696,19.0882210231972,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","NZ","Activités de services administratifs et de soutien",34.40858,11.5132967669857,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",34.13151,11.4205876480616,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","AU","Autres secteurs",173.27244,57.9778945617554,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",94.16586,20.813839440063,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","GZ","Commerce ; réparation d'automobiles et de motocycles",52.01902,11.4979625323809,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","NZ","Activités de services administratifs et de soutien",42.21248,9.33038556741127,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","AU","Autres secteurs",264.0221,58.3578124601448,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",37.1189,24.1722485246482,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","GZ","Commerce ; réparation d'automobiles et de motocycles",17.88752,11.6485558281526,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","KZ","Activités financières et d'assurance",9.79897,6.3812003622298,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","AU","Autres secteurs",88.75459,57.7979952849694,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"J5Z80","HZ","Transports et entreposage",44.28321,59.9952527523266,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","NZ","Activités de services administratifs et de soutien",24.68899,33.4488442741541,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","AU","Autres secteurs",4.83899,6.55590297351933,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","CL","Fabrication de matériels de transport",40.71095,27.7636155499352,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","CH","Métallurgie et fabrication de produits métalliques",27.37718,18.6703945833093,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","CK","Fabrication de machines et équipements n.c.a.",15.14947,10.3314725120705,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","AU","Autres secteurs",63.39658,43.234517354685,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","FZ","Construction",26.22276,24.9922538838993,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","CJ","Fabrication d'équipements électriques",10.30722,9.82355248178316,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
